date,ticker,close,adj_close,volume,unadjusted_volume,est_net_mean_1,est_net_low_1,est_net_high_1,est_net_mean_2,est_net_low_2,est_net_high_2,est_net_mean_3,est_net_low_3,est_net_high_3,est_eps_mean_1,est_eps_low_1,est_eps_high_1,est_eps_mean_2,est_eps_low_2,est_eps_high_2,est_eps_mean_3,est_eps_low_3,est_eps_high_3,adj_dividend_ex,adj_dividend_pay,adj_dividend_dec,weighted_average_shs_out,weighted_average_shs_out_dil,revenue,net_income,cost_of_revenue,gross_profit,gross_profit_ratio,operating_expenses,interest_expense,depreciation_and_amortization,operating_income,cash_and_short_term_investments,net_receivables,inventory,total_current_assets,property_plant_equipment_net,goodwill,intangible_assets,goodwill_and_intangible_assets,total_noncurrent_assets,total_assets,total_current_liabilities,total_noncurrent_liabilities,total_liabilities,retained_earnings,total_stockholders_equity,total_liabilities_and_stockholders_equity,change_in_working_capital,net_cash_provided_by_operating_activities,net_cash_used_for_investing_activites,debt_repayment,common_stock_issued,common_stock_repurchased,net_cash_used_provided_by_financing_activities,net_change_in_cash,capital_expenditure,free_cash_flow,ia_eps_mean,eps_actual,ia_eps_high,ia_eps_low,ia_rps_mean,ia_rps_high,ia_rps_low,rps_actual,ia_net_margin_mean,ia_net_margin_high,ia_net_margin_low,unleveraged_net_tangible_asseets,net_tangible_asseets,ulnta_ps,rev_oulnta,earnings_oulnta,debt_ratio,current_ratio,debt_to_nta,apc_1m_mean,apc_1q_mean,apc_2q_mean,ia_apc_1m_mean,ia_apc_1q_mean,ia_apc_2q_mean,derive_datetime
2008-03-31,WWD,28.061000354999997,25.18363667,520555.0,520555.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,68027000.0,,,,,,,,,,,,,,,,,,209958000.0,,878392000.0,,,291362500.0,,,,,,,,,,,,,,,,,,,,,,,,,959796500.0,377071500.0,14.109052288062093,,,0.3316998561006931,,0.7726982813604316,,,,,,,2022-11-09 16:39:17+0000
2008-03-31,NOC,71.39818459,51.275878909999996,2426911.85,2426911.85,1983.03,1941.0,2016.0,2134.15,2070.5,2221.0,2298.19,2160.0,2454.0,5.71,5.55,5.85,6.23,6.0,6.47,6.72,6.3,7.24,0.0,0.0,0.0,339900000.0,,,,,,,,,,,,,,,,,,17925750000.0,,32579000000.0,,,16333750000.0,,,,,,,,,,,,,,5.236813658201784,,5.255425531914893,5.213936170212766,94.73635428725352,95.01536747353728,94.59654854278067,,0.05527776213894671,0.05531132143838292,0.05511761528862544,30987000000.0,-1680500000.0,91.16504854368932,1.0391740672616734,0.057443216911052586,0.5013582369010713,,-9.719577506694437,0.00782241220652169,0.073332622502563,0.05325962620884941,0.01633842269304764,0.021919619983938876,0.020347436734026964,2022-11-09 16:34:41+0000
2008-03-31,LMT,101.48650094,64.41299418999999,2218665.0,2218665.0,3092.92,3026.0,3151.11,3373.28,3278.0,3483.0,3707.44,3573.0,3885.0,7.36,7.24,7.5,8.17,7.89,8.6,9.01,8.3,9.7,0.0,0.0,0.0,411925000.0,,,,,,,,,,,,,,,,,,9857750000.0,,30054250000.0,,,21984250000.0,,,,,,,,,,,,,,7.137142857142857,,7.157142857142857,7.12,101.95538663381697,102.06192181309012,101.83025689489243,,0.07000260695177023,0.07012549567947587,0.06992027926777354,42180750000.0,-1787750000.0,102.39910177823633,0.9956668062833178,0.06969927209517544,0.7314855636058128,,-12.297161236190743,-0.004083391794565627,0.05832754458049791,0.03655232885471926,0.00967791546548491,0.023541023074612033,0.02637072918757144,2022-11-09 16:33:57+0000
2008-03-31,GD,83.93600043500001,59.184760849999996,2105995.0,2105995.0,2336.85,2299.0,2388.0,2591.28,2531.0,2708.0,2826.82,2786.0,2907.0,5.75,5.65,5.85,6.4,6.19,6.6,6.95,6.45,7.43,0.0,0.01129032258064516,0.01129032258064516,402362750.0,,,,,,,,,,,,,,,,,,10693000000.0,,26393000000.0,,,15053750000.0,,,,,,,,,,,,,,5.192857142857143,,5.207142857142856,5.174689157464568,68.52041169074228,68.63418625845179,68.42972275284286,,0.07578555082672897,0.07586806431323626,0.07562048988792067,30753750000.0,646250000.0,76.43289544074347,0.8964780320780136,0.06794008146509427,0.570369037244724,,23.294003868471954,-0.007314057577295641,0.09728710162953427,0.06485994602274749,0.022597201193555128,0.026501618780423453,0.029126005640355754,2022-11-09 16:31:40+0000
2008-03-31,CW,40.77299958,36.39722272,425640.0,425640.0,122.23,119.2,124.0,141.7,136.3,148.0,158.4,158.4,158.4,2.67,2.6,2.7,3.06,2.92,3.2,3.53,3.31,3.75,0.0,0.0,0.0,44475170.5,,,,,,,,,,,,,,,,,,819319250.0,,1999677500.0,,,1096898250.0,,,,,,,,,,,,,,2.3515279223031564,,2.354731182795699,2.345591397849462,36.358083924970494,36.41018589926376,36.31401045335201,,0.06467689351165568,0.06467231969950786,0.06459191283382332,2277256500.0,83460000.0,51.20287284789611,0.710078983907334,0.045925702827039304,0.5485375766842403,,13.142801941049605,-0.01331048632467402,0.22016359982427236,0.13800145193270452,0.04210492677329403,0.04636809854251561,0.045052735880504055,2022-11-09 16:30:48+0000
2008-03-31,LHX,45.100028055,32.87580824,1172941.4,1172941.4,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,133510399.5,,,,,,,,,,,,,,,,,,1921250000.0,,4520750000.0,,,2339250000.0,,,,,,,,,,,,,,,,,,,,,,,,,4938750000.0,260250000.0,36.9915004261522,,,0.5174473262179948,,8.988472622478387,,,,,,,2022-11-09 16:33:54+0000
2008-03-31,TXT,54.33349991,50.97636127,2200745.0,2200745.0,1001.08,974.0,1018.38,1157.18,1096.0,1218.26,1328.01,1247.0,1393.02,3.93,3.8,4.0,4.61,4.3,4.8,5.24,4.95,5.5,0.007419354838709678,0.0,0.0,252671500.0,,,,,,,,,,,,,,,,,,2576000000.0,,19972000000.0,,,16750250000.0,,,,,,,,,,,,,,3.6391748543604905,,3.6550656464655247,3.619433962264151,53.24818795068187,53.48215820106829,52.79230648033657,,0.06834363749112123,0.06834177545199581,0.06855987554952299,34146250000.0,645750000.0,135.14088450814594,0.39401982711954353,0.02692874822897234,0.8386866613258562,,25.939217963608208,-0.02484521624726821,0.16321566174292068,0.13726217548241212,0.02512282884847461,0.04438910039193894,0.043726896364311436,2022-11-09 16:37:34+0000
2008-03-31,BWXT,,,,,,,,,,,,,,,,,,,,,,,,,,116166883.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-09 16:30:03+0000
2008-03-31,BA,75.92850035000001,55.49125779999999,7900440.0,7900440.0,4517.18,4359.0,4821.64,5323.12,4461.0,5884.84,6109.9,4972.0,6808.55,5.96,5.75,6.25,7.05,6.05,7.7,8.35,6.65,11.25,0.0,0.0,0.0,750125000.0,,,,,,,,,,,,,,,,,,5463500000.0,,57684250000.0,,,51254750000.0,,,,,,,,,,,,,,5.348461538461539,,5.385109890109891,5.321923076923077,88.9410640469292,89.1486635011381,88.80247431288925,,0.06013489489668638,0.060405952020146016,0.05992989630189421,103475500000.0,966000000.0,137.94434260956507,0.6447605053196435,0.03877260522093116,0.8885397660539922,,53.05874741200828,-0.002005417904751172,0.10833994002043781,0.054847887623595604,0.02005875258823675,0.04542819752172306,0.051488496102757554,2022-11-09 16:29:47+0000
2008-03-31,TDG,37.81600005,16.526717400000003,287610.0,287610.0,118.96,117.0,121.29,147.66,142.31,152.0,166.62,157.24,176.0,2.46,2.32,2.54,2.89,2.75,3.07,3.19,3.05,3.33,0.0,0.0,0.0,46743000.0,,,,,,,,,,,,,,,,,,1646868000.0,,2158437000.0,,,1587711500.0,,,,,,,,,,,,,,2.2251015206117604,,2.2414713896457767,2.202533180979169,13.406330435407105,13.456337777426464,13.350682650408949,,0.16597394278266508,0.16657365672002772,0.16497532288445957,2099280500.0,-1076142500.0,44.911120381661426,0.2985080381312713,0.049544556040965235,0.7355838970514312,,-1.4753729176201107,0.0022298774437389257,0.2137888805194081,0.14768830171226363,0.022464995757138784,0.03030172899332073,0.042577202984298505,2022-11-09 16:36:38+0000
2008-03-31,HEI,9.783633475,8.951378250000001,814628.55,814628.55,47.59,47.51,47.68,57.09,55.8,58.76,,,,0.37,0.36,0.37,0.43,0.43,0.45,,,,0.0,0.0,0.0,123801623.08333333,,,,,,,,,,,,,,,,,,346893750.0,,650152000.0,,,181780083.33333334,,,,,,,,,,,,,,0.3200318681318681,,0.3200318681318681,0.3176142857142857,4.242063283704012,4.24951524330191,4.234999834296309,,0.07544250208649131,0.07531020594320792,0.07499747299684624,485038333.3333334,121478166.66666663,3.9178673207446115,1.0827480709320665,0.08168522360043687,0.2795962841509883,,1.4964012737542691,0.007226370813690597,0.20216060893097806,0.14791206280933736,0.026819693977803594,0.038377371941740235,0.03768738011425283,2022-11-09 16:32:27+0000
2008-03-31,HXL,19.99499978,19.019934265,730455.0,730455.0,92.72,89.9,96.7,120.44,109.0,124.98,151.94,143.0,155.82,0.94,0.91,0.99,1.22,1.1,1.29,1.52,1.42,1.6,0.0,0.0,0.0,95125000.0,,,,,,,,,,,,,,,,,,56600000.0,,1097950000.0,,,649950000.0,,,,,,,,,,,,,,0.7015606168025523,,0.7080494505494506,0.6964010989010989,12.540518469280286,12.588724783757634,12.509310264996756,,0.05594350971382251,0.056244731909859375,0.05567062325168729,1691300000.0,391400000.0,17.77976346911958,0.7053253824811017,0.03945837738623709,0.5919668473063436,,1.6605774144098109,0.004323522260789026,0.24737897962295596,0.13782075836771215,0.05251768300731818,0.0014758402028365036,-0.0005763509262206431,2022-11-09 16:32:39+0000
2008-04-30,HXL,20.547727240909094,19.545707095454546,903568.1818181818,903568.1818181818,91.65,86.9,96.7,120.77,114.0,124.27,147.74,141.8,155.82,0.93,0.89,0.95,1.19,1.1,1.25,1.48,1.42,1.55,0.0,0.0,0.0,95266666.66666667,,,,,,,,,,,,,,,,,,56533333.333333336,,1110433333.3333333,,,655633333.3333334,,,,,,,,,,,,,,0.7230576923076923,,0.7357005494505494,0.7150027472527473,12.648456261198563,12.72949235421681,12.596638700697483,,0.057165687051138656,0.057794963772207227,0.05676139200635779,1709533333.3333333,398266666.66666657,17.94471658502449,0.7048568419160296,0.04029362564082566,0.5904301623990635,,1.646216940073653,-0.009230413361290324,0.24186007284731956,0.14382465269634362,0.04588330000113361,0.012306763526064524,0.0056503605408828594,2022-11-09 16:32:39+0000
2008-04-30,BA,78.93272672727272,57.6868575,6817013.636363637,6817013.636363637,4489.05,4359.0,4761.91,5153.02,4890.0,5795.07,5775.34,5310.0,6728.93,5.93,5.75,6.25,6.87,6.31,7.7,7.99,6.45,11.25,0.0,0.013333333333333334,0.013333333333333334,747066666.6666666,,,,,,,,,,,,,,,,,,5560000000.0,,57250333333.333336,,,51679000000.0,,,,,,,,,,,,,,5.403865384615385,,5.468063186813186,5.362980769230769,89.5944597367874,89.94468357806748,89.36526489194368,,0.06031472705445159,0.06079362302794896,0.060011915991245994,103369333333.33334,11333333.333335876,138.36694627877924,0.647513457124898,0.039054597430572574,0.9026847005257611,,4559.911764704859,-0.039928190402779784,0.08873836415916289,0.04369107773587149,0.018881989948385747,0.033778964117139265,0.04500171257400076,2022-11-09 16:29:47+0000
2008-04-30,AJRD,9.49136365909091,8.552739877272726,432050.0,432050.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,56616666.666666664,,,,,,,,,,,,,,,,,,115933333.33333333,,999575000.0,,,1044533333.3333334,,,,,,,,,,,,,,,,,,,,,,,,,1928175000.0000002,-160891666.6666667,34.05666764792465,,,1.0449774487490517,,-6.492153105091417,,,,,,,2022-11-09 16:29:20+0000
2008-04-30,TDG,37.481818000000004,16.380669636363635,255450.0,255450.0,121.76,117.0,127.0,148.77,142.31,153.0,167.62,157.24,178.0,2.51,2.49,2.54,2.93,2.8,3.07,3.21,3.05,3.38,0.0,0.0,0.0,46928500.0,,,,,,,,,,,,,,,,,,1657551333.3333333,,2174667666.6666665,,,1590079750.0,,,,,,,,,,,,,,2.24566757493188,,2.2780381471389646,2.189019073569482,13.54192077446513,13.602484723774957,13.470046016725716,,0.1658308014300562,0.1674722077178532,0.16251014071157469,2107196083.3333333,-1072963416.6666667,44.90226798924605,0.3015865652422808,0.05001234181466536,0.7311828719269443,,-1.4819515048703509,0.020532789339698543,0.014398003708609941,0.1494531231105285,0.020910824260049865,0.027026716176471954,0.034808396807562945,2022-11-09 16:36:38+0000
2008-04-30,GD,86.70227362272728,61.32070645454546,1811581.8181818181,1811581.8181818181,2337.99,2299.0,2388.0,2587.18,2531.0,2708.0,2828.61,2765.93,2907.0,5.75,5.65,5.85,6.4,6.2,6.6,7.02,6.6,7.43,0.011666666666666665,0.0,0.0,401678000.0,,,,,,,,,,,,,,,,,,10952666666.666666,,26613000000.0,,,15416666666.666666,,,,,,,,,,,,,,5.246293800539083,,5.268800539083558,5.223787061994609,69.09683111825676,69.21829226932104,68.95862339963637,,0.07592669179806869,0.07611861498378511,0.07575248467071567,31077000000.0,243666666.66666794,77.36794148546846,0.8930938291958406,0.06780965991610959,0.5792908227808464,,63.26949384404892,-0.006176649822078661,0.0958203418382658,0.0635929089128654,0.0206499960647758,0.021715112830379635,0.026609356714945718,2022-11-09 16:31:40+0000
2008-04-30,BWXT,,,,,,,,,,,,,,,,,,,,,,,,,,116155845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-09 16:30:03+0000
2008-04-30,RTX,45.106699345454544,32.01257809545455,7710485.2272727275,7710485.2272727275,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,955333333.3333334,,,,,,,,,,,,,,,,,,19520000000.0,,55206333333.333336,,,34719666666.666664,,,,,,,,,,,,,,,,,,,,,,,,,70406000000.0,966666666.6666718,73.69783670621074,,,0.6289073113592039,,35.916896551723944,,,,,,,2022-11-09 16:36:09+0000
2008-04-30,TXT,59.33954549999999,55.755999122727275,2081936.3636363635,2081936.3636363635,1002.4,974.0,1026.34,1152.34,1096.0,1214.21,1291.19,1190.0,1383.75,3.94,3.8,4.05,4.6,4.3,4.8,5.14,4.65,5.5,0.0,0.007666666666666667,0.007666666666666667,251895333.33333334,,,,,,,,,,,,,,,,,,2497000000.0,,19977333333.333332,,,16850666666.666666,,,,,,,,,,,,,,3.666744833782569,,3.6868643306379156,3.636698113207547,53.92940413798561,54.25700340262406,53.22068391003657,,0.06799156957864232,0.06795186057878762,0.06833241976662618,34331000000.0,629666666.666666,136.29073451142406,0.39569384031359206,0.026903845275521778,0.8434892878595742,,26.761249338274244,-0.011234540297629658,0.12300578022019273,0.11478116884401159,0.02274597198835515,0.034991264052006255,0.04110862054542725,2022-11-09 16:37:34+0000
2008-04-30,LMT,104.03545414999999,66.03080038636364,1904986.3636363635,1904986.3636363635,3092.68,3026.0,3151.11,3371.6,3278.0,3473.66,3702.77,3573.0,3852.0,7.37,7.25,7.5,8.17,7.89,8.6,9.01,8.3,9.7,0.0,0.014,0.014,410566666.6666667,,,,,,,,,,,,,,,,,,9860333333.333334,,30430333333.333332,,,22938666666.666668,,,,,,,,,,,,,,7.160088827838828,,7.19065934065934,7.132891025641026,102.49135889867216,102.78709293061408,102.2877709892608,,0.0698604146220525,0.06995683150133801,0.06973356596449744,43508666666.666664,-2368666666.66667,105.97223349841681,0.967152956158118,0.0675657065201499,0.7538092473518748,,-9.684210526315777,-0.0015010870305438018,0.05849298540953021,0.03536816143768873,0.009074926361923308,0.01936404845100137,0.02121795267862717,2022-11-09 16:33:57+0000
2008-04-30,WWD,30.13000002727273,27.04048365,533354.5454545454,533354.5454545454,,,,,,,,,,,,,,,,,,,0.0,0.002727272727272727,0.002727272727272727,67949833.33333333,,,,,,,,,,,,,,,,,,209245500.0,,886496166.6666666,,,292366916.6666667,,,,,,,,,,,,,,,,,,,,,,,,,969617583.3333333,384883750.0,14.269609442260098,,,0.32980054247273494,,0.7596239557182309,,,,,,,2022-11-09 16:39:17+0000
2008-04-30,LHX,48.04651555454546,35.02366204545455,756523.6818181818,756523.6818181818,,,,,,,,,,,,,,,,,,,0.0,0.006441818181818182,0.006441818181818182,133640266.33333333,,,,,,,,,,,,,,,,,,1918833333.3333333,,4533500000.0,,,2321166666.6666665,,,,,,,,,,,,,,,,,,,,,,,,,4935833333.333333,293500000.00000024,36.933728648984356,,,0.5120032351751773,,7.908574673480969,,,,,,,2022-11-09 16:33:54+0000
2008-04-30,NOC,67.48652266363636,48.46665278636363,2451038.909090909,2451038.909090909,1869.61,1712.0,2004.56,2127.45,2045.0,2221.0,2295.29,2160.0,2454.0,5.23,4.84,5.8,6.19,6.0,6.35,6.75,6.3,7.24,0.0,0.012046666666666667,0.012046666666666667,339300000.0,,,,,,,,,,,,,,,,,,17652333333.333332,,32314333333.333332,,,16549666666.666666,,,,,,,,,,,,,,5.22676329787234,,5.305780141843972,5.165822695035461,95.20230640158191,95.44609991785342,94.99421603300914,,0.05490164572090126,0.05558928176646758,0.05438039188870626,31211666666.666668,-1887666666.666666,91.9884075056489,1.0349380860380222,0.05681980414272713,0.5121463127817377,,-8.767261168991704,-0.027462797775451964,0.05654540252599105,0.03668710707081012,0.009668828369361782,0.017010789622380063,0.01838532901732824,2022-11-09 16:34:41+0000
2008-04-30,HEI,10.407974763636362,9.522609327272727,805529.7272727273,805529.7272727273,47.83,47.51,48.52,57.3,55.8,58.76,,,,0.37,0.36,0.37,0.43,0.43,0.45,,,,0.0,0.0,0.0,124037355.5,,,,,,,,,,,,,,,,,,347105500.0,,653922000.0,,,180783500.0,,,,,,,,,,,,,,0.3255537087912088,,0.3255537087912088,0.32229821428571426,4.2847536441472345,4.296040898725886,4.275017787676883,,0.07597956284742284,0.07577993703173568,0.07539108146281108,487600000.0,126033000.0,3.9310738126789553,1.0899702850471924,0.08281546577456654,0.27646034236499156,,1.4344140026818373,0.008747668040120282,0.113558339768875,0.136787400467244,0.027068655902502292,0.03348787516332391,0.03625411823114612,2022-11-09 16:32:27+0000
2008-04-30,CW,45.90954503636363,41.055772781818185,319650.0,319650.0,122.23,119.2,124.0,141.7,136.3,148.0,158.4,158.4,158.4,2.67,2.6,2.7,3.06,2.92,3.2,3.53,3.31,3.75,0.0026666666666666666,0.0,0.0,44501929.333333336,,,,,,,,,,,,,,,,,,822005333.3333334,,2004383333.3333333,,,1105606000.0,,,,,,,,,,,,,,2.380685483870968,,2.3858870967741934,2.368548387096774,36.843856573759254,36.93709192979805,36.75475115827212,,0.06461553445429835,0.06459325767466388,0.0644419649829054,2287983999.9999995,76771999.99999988,51.41314172835711,0.7166233249939263,0.046304999146898895,0.551594089620249,,14.401161881936146,,,,0.03393256293168401,0.040213534348632785,0.04232714810595084,2022-11-09 16:30:48+0000
2008-05-31,NOC,67.74055734285714,48.67408116666667,1951173.9047619049,1951173.9047619049,1779.35,1716.0,1988.0,2120.65,2045.0,2193.0,2270.65,2143.0,2348.61,5.11,5.0,5.2,6.22,6.1,6.35,6.74,6.56,6.9,0.011658064516129033,0.0,0.0,338700000.0,,,,,,,,,,,,,,,,,,17378916666.666668,,32049666666.666668,,,16765583333.333334,,,,,,,,,,,,,,5.160035175017159,,5.247330130404942,5.091832532601236,95.6590722298246,95.95722593087258,95.36699300831087,,0.05394193205867579,0.054684054061599374,0.05339197946775466,31436333333.333332,-2094833333.333334,92.81468359413444,1.0306458905589582,0.05559503060508472,0.5231125648732696,,-8.00330177420638,-0.05083084515398262,-0.035252146901628846,0.02939657231022595,-0.00796878006557944,0.0037896255577147078,0.014947678245309579,2022-11-09 16:34:41+0000
2008-05-31,RTX,46.02924890952381,32.74644597619048,7329413.904761905,7329413.904761905,,,,,,,,,,,,,,,,,,,0.00958952380952381,0.0,0.0,953166666.6666666,,,,,,,,,,,,,,,,,,19430750000.0,,55364166666.666664,,,35322583333.333336,,,,,,,,,,,,,,,,,,,,,,,,,71256000000.0,610833333.3333282,74.75712537156846,,,0.638004425244969,,57.826875852660784,,,,,,,2022-11-09 16:36:09+0000
2008-05-31,WWD,36.91904758095238,33.16779645238095,808452.380952381,808452.380952381,,,,,,,,,,,,,,,,,,,0.002857142857142857,0.0,0.0,67872666.66666667,,,,,,,,,,,,,,,,,,208533000.0,,894600333.3333334,,,293371333.3333333,,,,,,,,,,,,,,,,,,,,,,,,,979438666.6666667,392696000.0,14.430531681874884,,,0.3279356405337057,,0.7470698283999158,,,,,,,2022-11-09 16:39:17+0000
2008-05-31,LMT,107.6847614,68.37279691428571,1522033.3333333333,1522033.3333333333,3086.18,3015.0,3146.86,3369.51,3278.0,3474.0,3751.08,3638.0,3922.11,7.45,7.29,7.6,8.27,8.0,8.6,9.16,8.4,9.82,0.013548387096774193,0.0,0.0,409208333.3333333,,,,,,,,,,,,,,,,,,9862916666.666666,,30806416666.666668,,,23893083333.333332,,,,,,,,,,,,,,7.1982816377171215,,7.242254519673875,7.153797412265154,103.05317808192379,103.51236029573101,102.71960564866154,,0.06985016640626776,0.06996511816543473,0.06964393376600127,44836583333.333336,-2949583333.33333,109.56908665105388,0.9405315060270477,0.06569628220632691,0.7755878780665283,,-8.100494420115844,-4.581583326668248e-05,-0.0010159966314514286,0.035351372166354214,0.010815750031169857,0.009655200918338824,0.01985367408225572,2022-11-09 16:33:57+0000
2008-05-31,TDG,41.953809809523804,18.335063095238098,506733.3333333333,506733.3333333333,132.65,129.96,138.0,155.77,147.3,160.0,174.25,162.49,186.0,2.74,2.73,2.75,3.12,2.9,3.25,3.34,3.15,3.52,0.0,0.0,0.0,47114000.0,,,,,,,,,,,,,,,,,,1668234666.6666667,,2190898333.3333335,,,1592448000.0,,,,,,,,,,,,,,2.353405994550409,,2.3729700272479564,2.3212534059945504,13.727773864979824,13.8185057311855,13.588469454169891,,0.1714339132985032,0.17172406868078763,0.1708252289798707,2115111666.6666667,-1069784333.3333333,44.893485305146385,0.3057854334915301,0.05242199349313218,0.7268470543665878,,-1.4885691913603771,0.16166178875892578,0.06757578914610762,0.17594216867870272,0.06170039952197137,0.03450734934735703,0.036724607520127614,2022-11-09 16:36:38+0000
2008-05-31,BWXT,,,,,,,,,,,,,,,,,,,,,,,,,,116144806.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-09 16:30:03+0000
2008-05-31,HXL,22.56285721904762,21.462568833333336,1157809.5238095238,1157809.5238095238,94.33,90.5,98.6,119.64,113.9,125.2,147.79,142.0,155.23,0.96,0.93,1.01,1.2,1.15,1.25,1.46,1.36,1.55,0.0,0.0,0.0,95408333.33333333,,,,,,,,,,,,,,,,,,56466666.666666664,,1122916666.6666667,,,661316666.6666666,,,,,,,,,,,,,,0.7500292449485998,,0.7669975186104218,0.7393247075505139,12.851024609267757,13.024548560515077,12.73329200109395,,0.05836338095623147,0.058888606775641644,0.05806233827724964,1727766666.6666667,405133333.33333343,18.109179841034152,0.7096414482641683,0.04141707418737348,0.5889276437847866,,1.6323432614777023,0.08539247572145214,0.022310549666290497,0.15248227159957306,0.053317338081359855,0.04836131269454236,0.013611817939579694,2022-11-09 16:32:39+0000
2008-05-31,TXT,61.9790475,58.236097428571426,1575009.5238095238,1575009.5238095238,1010.25,987.0,1026.34,1150.93,1096.0,1214.21,1291.94,1214.0,1383.75,3.98,3.9,4.05,4.62,4.35,4.8,5.16,4.65,5.5,0.0,0.0,0.0,251119166.66666666,,,,,,,,,,,,,,,,,,2418000000.0,,19982666666.666668,,,16951083333.333334,,,,,,,,,,,,,,3.703698808799235,,3.73010781671159,3.6716998521867663,54.73575751873159,55.188391933101144,53.41391250541277,,0.06766506899135835,0.06758863025458672,0.06874051497004062,34515750000.0,613583333.333334,137.44769249659026,0.3982297303397032,0.026946242177846053,0.8482893507706679,,27.6263751188374,0.023674122591268,0.0004016806653362274,0.10903237760747496,0.025030159219983306,0.023507367732231204,0.04080320243018644,2022-11-09 16:37:34+0000
2008-05-31,CW,49.48047674761905,44.252675738095235,350461.90476190473,350461.90476190473,122.33,120.3,123.7,142.37,138.4,148.0,158.1,158.1,158.1,2.67,2.62,2.7,3.06,2.96,3.2,3.53,3.31,3.75,0.0,0.0025806451612903226,0.0025806451612903226,44528688.166666664,,,,,,,,,,,,,,,,,,824691416.6666666,,2009089166.6666667,,,1114313750.0,,,,,,,,,,,,,,2.4093817204301073,,2.417043010752688,2.39451266042317,37.367658383235614,37.46336468811014,37.268576258130814,,0.06447772819265113,0.06451751012956379,0.06425017805451487,2298711500.0000005,70084000.00000012,51.623157893089974,0.7238545627259557,0.04667249774645452,0.5546362841868226,,15.899688231265312,0.01855623742555279,0.0026228755504393853,0.1610930198659589,0.026270572425590055,0.03137856609631936,0.04177027158796144,2022-11-09 16:30:48+0000
2008-05-31,HEI,10.561557033333333,9.663127404761905,595932.8571428572,595932.8571428572,47.83,47.51,48.52,57.3,55.8,58.76,,,,0.37,0.36,0.37,0.43,0.43,0.45,,,,0.0,0.0,0.0,124273087.91666667,,,,,,,,,,,,,,,,,,347317250.0,,657692000.0,,,179786916.66666666,,,,,,,,,,,,,,0.33107554945054946,,0.33107554945054946,0.32698214285714283,4.325887307048041,4.33955690973308,4.3131729296108725,,0.07653355853980241,0.07629247785827827,0.0758101166341695,490161666.6666666,130587833.33333337,3.944230202080055,1.0967633949881304,0.08393920549463652,0.27336035205942394,,1.3767508969059135,,,,0.026561388033220057,0.026899566612741548,0.03389511148041897,2022-11-09 16:32:27+0000
2008-05-31,BA,84.23809633333333,61.795682142857146,5186685.714285715,5186685.714285715,4458.14,4334.0,4604.5,5152.77,4998.0,5481.0,5735.0,5189.0,6449.93,5.96,5.8,6.25,6.99,6.83,7.31,7.9,6.8,9.2,0.012903225806451613,0.0,0.0,744008333.3333334,,,,,,,,,,,,,,,,,,5656500000.0,,56816416666.666664,,,52103250000.0,,,,,,,,,,,,,,5.456950549450549,,5.5510164835164835,5.412625841900035,90.10764364566884,90.52070867257424,89.73321143018883,,0.06056035124954513,0.06132316643250405,0.060319092068949094,103263166666.66666,-943333333.3333359,138.79302427168153,0.649223144452036,0.03931718166734948,0.9170456895527554,,-55.23312720848042,-0.041665475880778735,-0.04050728556211277,0.04509785042992757,0.01555140741798211,0.017771795771584536,0.04012867653706336,2022-11-09 16:29:47+0000
2008-05-31,LHX,56.07252974285715,40.88910784761905,1907039.9523809524,1907039.9523809524,,,,,,,,,,,,,,,,,,,0.006748571428571429,0.0,0.0,133770133.16666667,,,,,,,,,,,,,,,,,,1916416666.6666667,,4546250000.0,,,2303083333.3333335,,,,,,,,,,,,,,,,,,,,,,,,,4932916666.666667,326749999.99999976,36.87606904390725,,,0.5065896801393089,,7.048457026268815,,,,,,,2022-11-09 16:33:54+0000
2008-05-31,AJRD,8.413333323809523,7.5813186904761904,315814.28571428574,315814.28571428574,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,56700000.0,,,,,,,,,,,,,,,,,,115800000.0,,1000450000.0,,,1044000000.0,,,,,,,,,,,,,,,,,,,,,,,,,1928650000.0,-159350000.0,34.01499118165785,,,1.0435304113149082,,-6.551615939755256,,,,,,,2022-11-09 16:29:20+0000
